record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,D,,,,,DDG,ZY,11390,VDHW,N40152400,E124170000,,N40152400,E124170000,W0080,00321,2,,426,WGE,DANDONG,S,Simulation application continuation,UN,W0094,00321,71745,1913,SEEUD        DDG   ZY111390VDHW N40152400E124170000    N40152400E124170000W0080003212  426WGEDANDONG                       ,SEEUD        DDG   ZY2S    UN                                             W009400321                                       
S,EEU,D,,,,,DEM,UE,11380,VDHW,N62322800,E114011500,,N62322800,E114011500,W0120,01378,2,,427,WGE,MIRNY,S,Simulation application continuation,UN,W0120,01378,71747,2201,SEEUD        DEM   UE111380VDHW N62322800E114011500    N62322800E114011500W0120013782  427WGEMIRNY                         ,SEEUD        DEM   UE2S    UN                                             W012001378                                       
S,EEU,D,,,,,DGP,EV,11410,VDLW,N55565000,E026403200,,N55565000,E026403200,E0059,00400,1,,294,WGE,DAUGAVPILS,S,Simulation application continuation,UN,E0094,00400,71749,1103,SEEUD        DGP   EV111410VDLW N55565000E026403200    N55565000E026403200E0059004001  294WGEDAUGAVPILS                    ,SEEUD        DGP   EV2S    UN                                             E009400400                                       
S,EEU,D,,,,,DHB,ZH,11445,VDHW,N30415400,E113581800,,N30415400,E113581800,W0050,00328,2,,441,WGE,HEBAOHU,S,Simulation application continuation,UN,W0048,00328,71751,2411,SEEUD        DHB   ZH111445VDHW N30415400E113581800    N30415400E113581800W0050003282  441WGEHEBAOHU                       ,SEEUD        DHB   ZH2S    UN                                             W004800328                                       
S,EEU,D,,,,,DHC,ZB,11230,VDHW,N41074200,E118024800,,N41074200,E118024800,W0060,02254,2,,491,WGE,CHENGDE,S,Simulation application continuation,UN,W0083,02254,71753,2307,SEEUD        DHC   ZB111230VDHW N41074200E118024800    N41074200E118024800W0060022542  491WGECHENGDE                       ,SEEUD        DHC   ZB2S    UN                                             W008302254                                       
S,EEU,D,,,,,DHN,ZY,11650,VDHW,N41384200,E122065400,,N41384200,E122065400,W0080,00001,2,,460,WGE,DAHUSHAN,S,Simulation application continuation,UN,W0094,,71755,1106,SEEUD        DHN   ZY111650VDHW N41384200E122065400    N41384200E122065400W0080000012  460WGEDAHUSHAN                      ,SEEUD        DHN   ZY2S    UN                                             W0094                                            
S,EEU,D,,,,,DHP,ZH,11375,VDHW,N30521200,E114281200,,N30521200,E114281200,W0050,00180,2,,,WGE,HUANGPI,S,Simulation application continuation,UN,W0050,00180,71757,2411,SEEUD        DHP   ZH111375VDHW N30521200E114281200    N30521200E114281200W0050001802     WGEHUANGPI                       ,SEEUD        DHP   ZH2S    UN                                             W005000180                                       
S,EEU,D,,,,,DJC,ZL,11520,VDHW,N36461200,E103263000,,N36461200,E103263000,W0030,07559,2,,,WGE,WANGJIACHUAN,S,Simulation application continuation,UN,W0028,07559,71761,2503,SEEUD        DJC   ZL111520VDHW N36461200E103263000    N36461200E103263000W0030075592     WGEWANGJIACHUAN                  ,SEEUD        DJC   ZL2S    UN                                             W002807559                                       
S,EEU,D,,,,,DJQ,ZW,11470,VDHW,N38130000,E085263600,,N38130000,E085263600,E0020,04042,2,,516,WGE,YUDU,S,Simulation application continuation,UY,E0020,04042,71763,1908,SEEUD        DJQ   ZW111470VDHW N38130000E085263600    N38130000E085263600E0020040422  516WGEYUDU                          ,SEEUD        DJQ   ZW2S    UY                                             E002004042                                       
S,EEU,D,,,,,DJT,ZP,11460,VDHW,N25315400,E103361800,,N25315400,E103361800,W0020,07592,2,,555,WGE,MALONG,S,Simulation application continuation,UY,W0019,07592,71765,2312,SEEUD        DJT   ZP111460VDHW N25315400E103361800    N25315400E103361800W0020075922  555WGEMALONG                        ,SEEUD        DJT   ZP2S    UY                                             W001907592                                       
S,EEU,D,,,,,DJY,ZU,11500,VDHW,N31024200,E107254800,,N31024200,E107254800,W0030,01404,2,,,WGE,JINYA,S,Simulation application continuation,UN,W0033,01404,71767,2506,SEEUD        DJY   ZU111500VDHW N31024200E107254800    N31024200E107254800W0030014042     WGEJINYA                         ,SEEUD        DJY   ZU2S    UN                                             W003301404                                       
S,EEU,D,,,,,DJZ,ZH,11555,VDHW,N30154800,E112265400,,N30154800,E112265400,W0040,00148,2,,,WGE,JINGZHOU,S,Simulation application continuation,UY,W0044,00148,71769,2101,SEEUD        DJZ   ZH111555VDHW N30154800E112265400    N30154800E112265400W0040001482     WGEJINGZHOU                      ,SEEUD        DJZ   ZH2S    UY                                             W004400148                                       
S,EEU,D,,,,,DKO,ZB,11350,VDHW,N40183000,E106574800,,N40183000,E106574800,W0040,03343,2,,,WGE,DENGKOU,S,Simulation application continuation,UN,W0044,03343,71773,2301,SEEUD        DKO   ZB111350VDHW N40183000E106574800    N40183000E106574800W0040033432     WGEDENGKOU                       ,SEEUD        DKO   ZB2S    UN                                             W004403343                                       
S,EEU,D,,,,,DMD,UU,11330,VDHW,N55231790,E037544160,,N55231790,E037544090,E0120,00600,2,,381,WGE,DOMODEDOVO (MOSCOW),S,Simulation application continuation,UY,E0119,00600,71777,2508,SEEUD        DMD   UU111330VDHW N55231790E037544160    N55231790E037544090E0120006002  381WGEDOMODEDOVO (MOSCOW)           ,SEEUD        DMD   UU2S    UY                                             E011900600                                       
S,EEU,D,,,,,DNC,ZL,11400,VDHW,N36322540,E103370910,,N36322540,E103370910,W0030,06447,2,,452,WGE,LANZHOU,S,Simulation application continuation,UN,W0029,06447,71779,2503,SEEUD        DNC   ZL111400VDHW N36322540E103370910    N36322540E103370910W0030064472  452WGELANZHOU                       ,SEEUD        DNC   ZL2S    UN                                             W002906447                                       
S,EEU,D,,,,,DNH,ZL,11550,VDHW,N40094800,E094504200,,N40094800,E094504200,E0010,03681,2,,549,WGE,DUNHUANG,S,Simulation application continuation,UN,W0002,03681,71781,1909,SEEUD        DNH   ZL111550VDHW N40094800E094504200    N40094800E094504200E0010036812  549WGEDUNHUANG                      ,SEEUD        DNH   ZL2S    UN                                             W000203681                                       
S,EEU,D,,,,,DPX,ZS,11240,VDHW,N34164200,E117595400,,N34164200,E117595400,W0060,00098,2,,460,WGE,PIXIAN,S,Simulation application continuation,UN,W0066,,71785,2312,SEEUD        DPX   ZS111240VDHW N34164200E117595400    N34164200E117595400W0060000982  460WGEPIXIAN                        ,SEEUD        DPX   ZS2S    UN                                             W0066                                            
S,EEU,D,,,,,DRD,ZU,11710,VDHW,N28355400,E086545400,,N28355400,E086545400,E0000,14111,2,,,WGE,DONGDINGRI,S,Simulation application continuation,UN,E0004,14111,71787,2413,SEEUD        DRD   ZU111710VDHW N28355400E086545400    N28355400E086545400E0000141112     WGEDONGDINGRI                    ,SEEUD        DRD   ZU2S    UN                                             E000414111                                       
S,EEU,D,,,,,DSC,ZW,11250,VDHW,N38131800,E077041800,,N38131800,E077041800,E0030,04321,2,,,WGE,YARKANT,S,Simulation application continuation,UN,E0035,04321,71791,1903,SEEUD        DSC   ZW111250VDHW N38131800E077041800    N38131800E077041800E0030043212     WGEYARKANT                       ,SEEUD        DSC   ZW2S    UN                                             E003504321                                       
S,EEU,D,,,,,DSH,UT,11200,VDHW,N41453588,E059474285,,N41453588,E059474285,E0070,00300,2,,,WGE,DASHOGUZ,S,Simulation application continuation,UY,E0067,00300,71793,2211,SEEUD        DSH   UT111200VDHW N41453588E059474285    N41453588E059474285E0070003002     WGEDASHOGUZ                      ,SEEUD        DSH   UT2S    UY                                             E006700300                                       
S,EEU,D,,,,,DSH,ZS,11730,VDHW,N30085400,E120300600,,N30085400,E120300600,W0060,00125,2,,,WGE,DANGSHAN,S,Simulation application continuation,UN,W0061,00125,71795,2309,SEEUD        DSH   ZS111730VDHW N30085400E120300600    N30085400E120300600W0060001252     WGEDANGSHAN                      ,SEEUD        DSH   ZS2S    UN                                             W006100125                                       
S,EEU,D,,,,,DST,ZS,10920,VDHW,N27450000,E120374800,,N27450000,E120374800,W0060,00128,2,,234,WGE,DONGSHAN,S,Simulation application continuation,UY,W0055,00128,71799,2507,SEEUD        DST   ZS110920VDHW N27450000E120374800    N27450000E120374800W0060001282  234WGEDONGSHAN                      ,SEEUD        DST   ZS2S    UY                                             W005500128                                       
S,EEU,D,,,,,DSY,ZH,11515,VDHW,N32341800,E110560600,,N32341800,E110560600,W0040,01194,2,,399,WGE,WUDANGSHAN,S,Simulation application continuation,UN,W0044,01194,71801,1904,SEEUD        DSY   ZH111515VDHW N32341800E110560600    N32341800E110560600W0040011942  399WGEWUDANGSHAN                    ,SEEUD        DSY   ZH2S    UN                                             W004401194                                       
S,EEU,D,,,,,DTM,ZG,11405,VDHW,N27590000,E113073000,,N27590000,E113073000,W0040,00610,1,,,WGE,TIAOMA,S,Simulation application continuation,UN,W0041,00610,71803,2409,SEEUD        DTM   ZG111405VDHW N27590000E113073000    N27590000E113073000W0040006101     WGETIAOMA                        ,SEEUD        DTM   ZG2S    UN                                             W004100610                                       
S,EEU,D,,,,,DVA,LR,10980,VDHW,N45494100,E022580800,,N45494100,E022580800,E0050,00900,2,,434,WGE,DEVA,S,Simulation application continuation,UN,E0061,00900,71807,1205,SEEUD        DVA   LR110980VDHW N45494100E022580800    N45494100E022580800E0050009002  434WGEDEVA                          ,SEEUD        DVA   LR2S    UN                                             E006100900                                       
S,EEU,D,,,,,DWS,ZH,11740,VDHW,N34192400,E114044200,,N34192400,E114044200,W0040,00262,2,,584,WGE,WEISHI,S,Simulation application continuation,UN,W0056,00262,71809,1708,SEEUD        DWS   ZH111740VDHW N34192400E114044200    N34192400E114044200W0040002622  584WGEWEISHI                        ,SEEUD        DWS   ZH2S    UN                                             W005600262                                       
S,EEU,D,,,,,DWZ,ZL,11240,VDHW,N37551800,E106203600,,N37551800,E106203600,W0030,03619,2,,520,WGE,WUZHONG,S,Simulation application continuation,UY,W0039,03619,71811,1804,SEEUD        DWZ   ZL111240VDHW N37551800E106203600    N37551800E106203600W0030036192  520WGEWUZHONG                       ,SEEUD        DWZ   ZL2S    UY                                             W003903619                                       
S,EEU,D,,,,,DXG,ZB,11535,VDHW,N39282616,E116234083,,N39282616,E116234083,W0080,00118,2,,,WGE,DAXING,S,Simulation application continuation,UN,W0074,00118,71813,2411,SEEUD        DXG   ZB111535VDHW N39282616E116234083    N39282616E116234083W0080001182     WGEDAXING                        ,SEEUD        DXG   ZB2S    UN                                             W007400118                                       
S,EEU,D,,,,,DYG,ZG,11440,VDHW,N29053600,E110241800,,N29053600,E110241800,W0030,00807,2,,,WGE,ZHANGJIAJIE,S,Simulation application continuation,UN,W0037,00807,71815,1804,SEEUD        DYG   ZG111440VDHW N29053600E110241800    N29053600E110241800W0030008072     WGEZHANGJIAJIE                   ,SEEUD        DYG   ZG2S    UN                                             W003700807                                       
S,EEU,D,,,,,DYK,ZH,11120,VDLW,N30200000,E109285400,,N30200000,E109285400,W0030,01762,1,,,WGE,DAYAKOU,S,Simulation application continuation,UY,W0037,01762,71817,2507,SEEUD        DYK   ZH111120VDLW N30200000E109285400    N30200000E109285400W0030017621     WGEDAYAKOU                       ,SEEUD        DYK   ZH2S    UY                                             W003701762                                       
S,EEU,D,,,,,DYN,ZS,11400,VDHW,N37314200,E118471200,,N37314200,E118471200,W0070,00046,2,,514,WGE,DONGYING,S,Simulation application continuation,UN,W0076,00046,71819,1913,SEEUD        DYN   ZS111400VDHW N37314200E118471200    N37314200E118471200W0070000462  514WGEDONGYING                      ,SEEUD        DYN   ZS2S    UN                                             W007600046                                       
S,EEU,D,,,,,DZG,UA,11330,VDHW,N47431710,E067454170,,N47431710,E067454170,E0080,01300,2,,511,WGE,ZHEZKAZGAN,S,Simulation application continuation,UN,E0088,01300,71823,2102,SEEUD        DZG   UA111330VDHW N47431710E067454170    N47431710E067454170E0080013002  511WGEZHEZKAZGAN                    ,SEEUD        DZG   UA2S    UN                                             E008801300                                       
S,EEU,D,,,,,DZH,ZL,11600,VDHW,N36140600,E103475400,,N36140600,E103475400,W0030,06093,2,,,WGE,ZHONGHE,S,Simulation application continuation,UN,W0029,06093,71825,2503,SEEUD        DZH   ZL111600VDHW N36140600E103475400    N36140600E103475400W0030060932     WGEZHONGHE                       ,SEEUD        DZH   ZL2S    UN                                             W002906093                                       
S,EEU,D,,,,,DZY,ZH,11680,VDHW,N34433600,E113330000,,N34433600,E113330000,W0040,00643,2,,512,WGE,ZHONGYUAN,S,Simulation application continuation,UN,W0055,00643,71827,1708,SEEUD        DZY   ZH111680VDHW N34433600E113330000    N34433600E113330000W0040006432  512WGEZHONGYUAN                     ,SEEUD        DZY   ZH2S    UN                                             W005500643                                       
S,EEU,D,,,,,EKB,US,11320,VDHW,N56443550,E060474930,,N56443550,E060474930,E0150,00800,2,,,WGE,KOLTSOVO (YEKATERINBURG),S,Simulation application continuation,UN,E0154,00800,71829,2013,SEEUD        EKB   US111320VDHW N56443550E060474930    N56443550E060474930E0150008002     WGEKOLTSOVO (YEKATERINBURG)      ,SEEUD        EKB   US2S    UN                                             E015400800                                       
S,EEU,D,,,,,ELI,UR,11765,VDHW,N46221900,E044211780,,N46221900,E044211780,E0080,00492,2,,,WGE,ELISTA,S,Simulation application continuation,UN,E0087,00492,71831,2013,SEEUD        ELI   UR111765VDHW N46221900E044211780    N46221900E044211780E0080004922     WGEELISTA                        ,SEEUD        ELI   UR2S    UN                                             E008700492                                       
